=== AUFSTELLUNGSANALYSE - ALLE MANNSCHAFTEN ===

=== Darmstadt ===
 1. Isac Lidberg: 10.0 Punkte (10x Start-11)
 2. Marcel Schuhen: 10.0 Punkte (10x Start-11)
 3. Sergio Lopez: 10.0 Punkte (10x Start-11)
 4. Clemens Riedel: 10.0 Punkte (10x Start-11)
 5. Aleksandar Vukotic: 9.0 Punkte (9x Start-11)
 6. Andreas Muller: 9.0 Punkte (9x Start-11)
 7. Killian Corredor: 9.0 Punkte (9x Start-11)
 8. Fraser Hornby: 8.0 Punkte (8x Start-11)
 9. Fabian Nurnberger: 7.0 Punkte (7x Start-11)
10. Guille Bueno: 7.0 Punkte (7x Start-11)
11. Luca Marseiler: 5.0 Punkte (5x Start-11)
12. Merveille Papela: 5.0 Punkte (5x Start-11)
13. Jean-Paul Boetius: 4.0 Punkte (4x Start-11)
14. Philipp Forster: 3.0 Punkte (3x Start-11)
15. Kai Klefisch: 2.0 Punkte (2x Start-11)
16. Matej Maglica: 1.0 Punkte (1x Start-11)
17. Tobias Kempe: 1.0 Punkte (1x Start-11)

=== Dortmund ===
 1. Gregor Kobel: 10.0 Punkte (10x Start-11)
 2. Waldemar Anton: 10.0 Punkte (10x Start-11)
 3. Daniel Svensson: 10.0 Punkte (10x Start-11)
 4. Serhou Guirassy: 10.0 Punkte (10x Start-11)
 5. Ramy Bensebaini: 10.0 Punkte (10x Start-11)
 6. Niklas Sule: 9.0 Punkte (9x Start-11)
 7. Felix Nmecha: 8.0 Punkte (8x Start-11)
 8. Julian Ryerson: 8.0 Punkte (8x Start-11)
 9. Pascal Gross: 8.0 Punkte (8x Start-11)
10. Julian Brandt: 7.0 Punkte (7x Start-11)
11. Karim Adeyemi: 7.0 Punkte (7x Start-11)
12. Yan Couto: 3.0 Punkte (3x Start-11)
13. Jobe Bellingham: 3.0 Punkte (3x Start-11)
14. Marcel Sabitzer: 3.0 Punkte (3x Start-11)
15. Jamie Gittens: 2.0 Punkte (2x Start-11)
16. Emre Can: 1.0 Punkte (1x Start-11)
17. Maximilian Beier: 1.0 Punkte (1x Start-11)

=== Hamburg ===
 1. William Mikelbrencis: 10.0 Punkte (10x Start-11)
 2. Daniel Elfadli: 10.0 Punkte (10x Start-11)
 3. Daniel Heuer Fernandes: 10.0 Punkte (10x Start-11)
 4. Jean-Luc Dompe: 10.0 Punkte (10x Start-11)
 5. Ludovit Reis: 9.0 Punkte (9x Start-11)
 6. Emir Sahiti: 8.0 Punkte (8x Start-11)
 7. Jonas Meffert: 8.0 Punkte (8x Start-11)
 8. Miro Muheim: 7.0 Punkte (7x Start-11)
 9. Adam Karabec: 7.0 Punkte (7x Start-11)
10. Davie Selke: 6.0 Punkte (6x Start-11)
11. Dennis Hadzikadunic: 6.0 Punkte (6x Start-11)
12. Ransford Konigsdorffer: 5.0 Punkte (5x Start-11)
13. Lukasz Poreba: 3.0 Punkte (3x Start-11)
14. Silvan Hefti: 3.0 Punkte (3x Start-11)
15. Sebastian Schonlau: 3.0 Punkte (3x Start-11)
16. Fabio Balde: 2.0 Punkte (2x Start-11)
17. Immanuel Pherai: 1.0 Punkte (1x Start-11)
18. Robert Glatzel: 1.0 Punkte (1x Start-11)
19. Marco Richter: 1.0 Punkte (1x Start-11)

=== Regensburg ===
 1. Tim Handwerker: 10.0 Punkte (10x Start-11)
 2. Leopold Wurm: 10.0 Punkte (10x Start-11)
 3. Julian Pollersbeck: 9.0 Punkte (9x Start-11)
 4. Christian Kuhlwetter: 9.0 Punkte (9x Start-11)
 5. Noah Ganaus: 8.0 Punkte (8x Start-11)
 6. Sargis Adamyan: 7.0 Punkte (7x Start-11)
 7. Frederic Ananou: 7.0 Punkte (7x Start-11)
 8. Bryan Hein: 6.0 Punkte (6x Start-11)
 9. Robin Ziegele: 6.0 Punkte (6x Start-11)
10. Sebastian Ernst: 6.0 Punkte (6x Start-11)
11. Florian Ballas: 6.0 Punkte (6x Start-11)
12. Eric Hottmann: 5.0 Punkte (5x Start-11)
13. Christian Viet: 4.0 Punkte (4x Start-11)
14. Andreas Geipl: 4.0 Punkte (4x Start-11)
15. Anssi Suhonen: 3.0 Punkte (3x Start-11)
16. Rasim Bulic: 3.0 Punkte (3x Start-11)
17. Ben Kieffer: 2.0 Punkte (2x Start-11)
18. Louis Breunig: 2.0 Punkte (2x Start-11)
19. Kai Proger: 1.0 Punkte (1x Start-11)
20. Elias Huth: 1.0 Punkte (1x Start-11)
21. Felix Gebhardt: 1.0 Punkte (1x Start-11)

=== Düsseldorf ===
 1. Dawid Kownacki: 5.0 Punkte (5x Start-11)
 2. Florian Kastenmeier: 5.0 Punkte (5x Start-11)
 3. Moritz Heyer: 5.0 Punkte (5x Start-11)
 4. Isak Johannesson: 5.0 Punkte (5x Start-11)
 5. Nicolas Gavory: 5.0 Punkte (5x Start-11)
 6. Jamil Siebert: 4.0 Punkte (4x Start-11)
 7. Matthias Zimmermann: 4.0 Punkte (4x Start-11)
 8. Andre Hoffmann: 4.0 Punkte (4x Start-11)
 9. Tim Oberdorf: 4.0 Punkte (4x Start-11)
10. Shinta Appelkamp: 3.0 Punkte (3x Start-11)
11. Myron van Brederode: 3.0 Punkte (3x Start-11)
12. Giovanni Haag: 2.0 Punkte (2x Start-11)
13. Daniel Heber: 1.0 Punkte (1x Start-11)
14. Dominik Reimann: 1.0 Punkte (1x Start-11)
15. Marvin Rittmuller: 1.0 Punkte (1x Start-11)
16. Tjark Scheller: 1.0 Punkte (1x Start-11)
17. Alexander Nollenberger: 1.0 Punkte (1x Start-11)
18. Julian Baas: 1.0 Punkte (1x Start-11)
19. Lino Tempelmann: 1.0 Punkte (1x Start-11)
20. Kenny-Prince Redondo: 1.0 Punkte (1x Start-11)
21. Florian Le Joncour: 1.0 Punkte (1x Start-11)
22. Livan Burcu: 1.0 Punkte (1x Start-11)
23. Adriano Grimaldi: 1.0 Punkte (1x Start-11)
24. Marlon Ritter: 1.0 Punkte (1x Start-11)
25. Jan Elvedi: 1.0 Punkte (1x Start-11)
26. Ragnar Ache: 1.0 Punkte (1x Start-11)
27. Muhammed Damar: 1.0 Punkte (1x Start-11)
28. Simon Simoni: 1.0 Punkte (1x Start-11)
29. Ron-Thorben Hoffmann: 1.0 Punkte (1x Start-11)
30. Baris Atik: 1.0 Punkte (1x Start-11)
31. Moritz-Broni Kwarteng: 1.0 Punkte (1x Start-11)
32. Tim Breithaupt: 1.0 Punkte (1x Start-11)
33. Cristian Reynero: 1.0 Punkte (1x Start-11)
34. Marcel Hoffmeier: 1.0 Punkte (1x Start-11)
35. Manuel Feil: 1.0 Punkte (1x Start-11)
36. Felix Gotze: 1.0 Punkte (1x Start-11)
37. Abu-Bekir Omer El-Zein: 1.0 Punkte (1x Start-11)
38. Sven Kohler: 1.0 Punkte (1x Start-11)
39. Robin Fellhauer: 1.0 Punkte (1x Start-11)
40. Luca Herrmann: 1.0 Punkte (1x Start-11)
41. Santiago Castaneda: 1.0 Punkte (1x Start-11)
42. Silas Gnaka: 1.0 Punkte (1x Start-11)
43. Marcus Mathisen: 1.0 Punkte (1x Start-11)
44. Rayan Philippe: 1.0 Punkte (1x Start-11)
45. Elias Baum: 1.0 Punkte (1x Start-11)
46. Emmanuel Iyoha: 1.0 Punkte (1x Start-11)
47. Luca Sirch: 1.0 Punkte (1x Start-11)
48. Tom Zimmerschied: 1.0 Punkte (1x Start-11)
49. Valgeir Lunddal: 1.0 Punkte (1x Start-11)
50. Lubambo Musonda: 1.0 Punkte (1x Start-11)
51. Paul Jaeckel: 1.0 Punkte (1x Start-11)
52. Richmond Tachie: 1.0 Punkte (1x Start-11)
53. Leon Bell Bell: 1.0 Punkte (1x Start-11)
54. Raphael Obermair: 1.0 Punkte (1x Start-11)
55. Filip Bilbija: 1.0 Punkte (1x Start-11)
56. Fisnik Asllani: 1.0 Punkte (1x Start-11)
57. Nicolas Kristof: 1.0 Punkte (1x Start-11)
58. Lukas Pinckert: 1.0 Punkte (1x Start-11)
59. Manuel Riemann: 1.0 Punkte (1x Start-11)
60. Aaron Zehnter: 1.0 Punkte (1x Start-11)
61. Jean Hugonet: 1.0 Punkte (1x Start-11)
62. Laurin Curda: 1.0 Punkte (1x Start-11)
63. Jean Zimmer: 1.0 Punkte (1x Start-11)
64. Ermin Bicakcic: 1.0 Punkte (1x Start-11)
65. Danny Schmidt: 1.0 Punkte (1x Start-11)
66. Dzenan Pejcinovic: 1.0 Punkte (1x Start-11)
67. Maximilian Bauer: 1.0 Punkte (1x Start-11)
68. Maurice Neubauer: 1.0 Punkte (1x Start-11)
69. Daniel Hanslik: 1.0 Punkte (1x Start-11)
70. Carlo Sickinger: 1.0 Punkte (1x Start-11)
71. Florian Kleinhansl: 1.0 Punkte (1x Start-11)
72. Vincent Vermeij: 1.0 Punkte (1x Start-11)
73. Martijn Kaars: 1.0 Punkte (1x Start-11)

=== Bremen ===
 1. Michael Zetterer: 10.0 Punkte (10x Start-11)
 2. Amos Pieper: 10.0 Punkte (10x Start-11)
 3. Felix Agu: 10.0 Punkte (10x Start-11)
 4. Romano Schmid: 10.0 Punkte (10x Start-11)
 5. Jens Stage: 10.0 Punkte (10x Start-11)
 6. Senne Lynen: 10.0 Punkte (10x Start-11)
 7. Mitchell Weiser: 9.0 Punkte (9x Start-11)
 8. Niklas Stark: 8.0 Punkte (8x Start-11)
 9. Marco Friedl: 8.0 Punkte (8x Start-11)
10. Oliver Burke: 8.0 Punkte (8x Start-11)
11. Marvin Ducksch: 8.0 Punkte (8x Start-11)
12. Milos Veljkovic: 2.0 Punkte (2x Start-11)
13. Anthony Jung: 2.0 Punkte (2x Start-11)
14. Andre Silva: 2.0 Punkte (2x Start-11)
15. Marco Grull: 1.0 Punkte (1x Start-11)
16. Issa Kabore: 1.0 Punkte (1x Start-11)
17. Justin Njinmah: 1.0 Punkte (1x Start-11)

=== Hertha BSC ===
 1. Fabian Reese: 10.0 Punkte (10x Start-11)
 2. Marton Dardai: 9.0 Punkte (9x Start-11)
 3. Toni Leistner: 9.0 Punkte (9x Start-11)
 4. Michael Cuisance: 9.0 Punkte (9x Start-11)
 5. Ibrahim Maza: 9.0 Punkte (9x Start-11)
 6. Deyovaisio Zeefuik: 9.0 Punkte (9x Start-11)
 7. Jonjoe Kenny: 9.0 Punkte (9x Start-11)
 8. Linus Gechter: 9.0 Punkte (9x Start-11)
 9. Diego Demme: 8.0 Punkte (8x Start-11)
10. Tjark Ernst: 8.0 Punkte (8x Start-11)
11. Derry Scherhant: 7.0 Punkte (7x Start-11)
12. Marten Winkler: 3.0 Punkte (3x Start-11)
13. Pascal Klemens: 2.0 Punkte (2x Start-11)
14. Dennis Smarsch: 2.0 Punkte (2x Start-11)
15. Florian Niederlechner: 2.0 Punkte (2x Start-11)
16. Kevin Sessa: 2.0 Punkte (2x Start-11)
17. Luca Schuler: 1.0 Punkte (1x Start-11)
18. Michal Karbownik: 1.0 Punkte (1x Start-11)
19. Andreas Bouchalakis: 1.0 Punkte (1x Start-11)

=== M'gladbach ===
 1. Julian Weigl: 10.0 Punkte (10x Start-11)
 2. Lukas Ullrich: 9.0 Punkte (9x Start-11)
 3. Robin Hack: 9.0 Punkte (9x Start-11)
 4. Nico Elvedi: 8.0 Punkte (8x Start-11)
 5. Tim Kleindienst: 8.0 Punkte (8x Start-11)
 6. Ko Itakura: 8.0 Punkte (8x Start-11)
 7. Rocco Reitz: 7.0 Punkte (7x Start-11)
 8. Alassane Plea: 7.0 Punkte (7x Start-11)
 9. Jonas Omlin: 7.0 Punkte (7x Start-11)
10. Joe Scally: 7.0 Punkte (7x Start-11)
11. Franck Honorat: 6.0 Punkte (6x Start-11)
12. Philipp Sander: 4.0 Punkte (4x Start-11)
13. Tomas Cvancara: 3.0 Punkte (3x Start-11)
14. Kevin Stoger: 3.0 Punkte (3x Start-11)
15. Tiago Pereira Cardoso: 3.0 Punkte (3x Start-11)
16. Fabio Chiarodia: 3.0 Punkte (3x Start-11)
17. Stefan Lainer: 3.0 Punkte (3x Start-11)
18. Nathan Ngoumou: 2.0 Punkte (2x Start-11)
19. Marvin Friedrich: 1.0 Punkte (1x Start-11)
20. Luca Netz: 1.0 Punkte (1x Start-11)
21. Florian Neuhaus: 1.0 Punkte (1x Start-11)

=== RB Leipzig ===
 1. Nicolas Seiwald: 10.0 Punkte (10x Start-11)
 2. Xavi Simons: 9.0 Punkte (9x Start-11)
 3. Ridle Baku: 8.0 Punkte (8x Start-11)
 4. Benjamin Sesko: 8.0 Punkte (8x Start-11)
 5. El Chadaille Bitshiabu: 8.0 Punkte (8x Start-11)
 6. Lois Openda: 8.0 Punkte (8x Start-11)
 7. Kosta Nedeljkovic: 7.0 Punkte (7x Start-11)
 8. Peter Gulacsi: 6.0 Punkte (6x Start-11)
 9. David Raum: 6.0 Punkte (6x Start-11)
10. Lukas Klostermann: 6.0 Punkte (6x Start-11)
11. Castello Lukeba: 6.0 Punkte (6x Start-11)
12. Arthur Vermeeren: 6.0 Punkte (6x Start-11)
13. Christoph Baumgartner: 5.0 Punkte (5x Start-11)
14. Maarten Vandevoordt: 4.0 Punkte (4x Start-11)
15. Willi Orban: 4.0 Punkte (4x Start-11)
16. Lutsharel Geertruida: 3.0 Punkte (3x Start-11)
17. Kevin Kampl: 2.0 Punkte (2x Start-11)
18. Amadou Haidara: 2.0 Punkte (2x Start-11)
19. Antonio Nusa: 1.0 Punkte (1x Start-11)
20. Tidiam Gomis: 1.0 Punkte (1x Start-11)

=== Magdeburg ===
 1. Silas Gnaka: 10.0 Punkte (10x Start-11)
 2. Dominik Reimann: 10.0 Punkte (10x Start-11)
 3. Alexander Nollenberger: 10.0 Punkte (10x Start-11)
 4. Martijn Kaars: 10.0 Punkte (10x Start-11)
 5. Marcus Mathisen: 9.0 Punkte (9x Start-11)
 6. Baris Atik: 9.0 Punkte (9x Start-11)
 7. Jean Hugonet: 9.0 Punkte (9x Start-11)
 8. Livan Burcu: 9.0 Punkte (9x Start-11)
 9. Daniel Heber: 6.0 Punkte (6x Start-11)
10. Lubambo Musonda: 5.0 Punkte (5x Start-11)
11. Tobias Muller: 5.0 Punkte (5x Start-11)
12. Abu-Bekir Omer El-Zein: 5.0 Punkte (5x Start-11)
13. Xavier Amaechi: 3.0 Punkte (3x Start-11)
14. Philipp Hercher: 3.0 Punkte (3x Start-11)
15. Bryan Teixeira: 2.0 Punkte (2x Start-11)
16. Patric Pfeiffer: 2.0 Punkte (2x Start-11)
17. Samuel Loric: 1.0 Punkte (1x Start-11)
18. Falko Michel: 1.0 Punkte (1x Start-11)
19. Alexander Ahl-Holmstrom: 1.0 Punkte (1x Start-11)

=== Ulm ===
 1. Max Brandt: 10.0 Punkte (10x Start-11)
 2. Bastian Allgeier: 10.0 Punkte (10x Start-11)
 3. Dennis Dressel: 9.0 Punkte (9x Start-11)
 4. Philipp Strompf: 8.0 Punkte (8x Start-11)
 5. Semir Telalovic: 8.0 Punkte (8x Start-11)
 6. Tom Gaal: 8.0 Punkte (8x Start-11)
 7. Aaron Keller: 8.0 Punkte (8x Start-11)
 8. Felix Higl: 7.0 Punkte (7x Start-11)
 9. Niclas Thiede: 7.0 Punkte (7x Start-11)
10. Oliver Batista Meier: 6.0 Punkte (6x Start-11)
11. Maurice Krattenmacher: 5.0 Punkte (5x Start-11)
12. Niklas Kolbe: 5.0 Punkte (5x Start-11)
13. Johannes Reichert: 5.0 Punkte (5x Start-11)
14. Lucas Roser: 4.0 Punkte (4x Start-11)
15. Christian Ortag: 3.0 Punkte (3x Start-11)
16. Romario Rosch: 3.0 Punkte (3x Start-11)
17. Lennart Stoll: 1.0 Punkte (1x Start-11)
18. Dennis Chessa: 1.0 Punkte (1x Start-11)
19. Luka Hyrylainen: 1.0 Punkte (1x Start-11)
20. Thomas Geyer: 1.0 Punkte (1x Start-11)

=== Leverkusen ===
 1. Jonathan Tah: 10.0 Punkte (10x Start-11)
 2. Alejandro Grimaldo: 10.0 Punkte (10x Start-11)
 3. Granit Xhaka: 9.0 Punkte (9x Start-11)
 4. Piero Hincapie: 9.0 Punkte (9x Start-11)
 5. Jeremie Frimpong: 8.0 Punkte (8x Start-11)
 6. Lukas Hradecky: 8.0 Punkte (8x Start-11)
 7. Patrik Schick: 8.0 Punkte (8x Start-11)
 8. Nathan Tella: 6.0 Punkte (6x Start-11)
 9. Aleix Garcia: 6.0 Punkte (6x Start-11)
10. Edmond Tapsoba: 6.0 Punkte (6x Start-11)
11. Exequiel Palacios: 6.0 Punkte (6x Start-11)
12. Robert Andrich: 5.0 Punkte (5x Start-11)
13. Florian Wirtz: 5.0 Punkte (5x Start-11)
14. Amine Adli: 3.0 Punkte (3x Start-11)
15. Nordi Mukiele: 3.0 Punkte (3x Start-11)
16. Emiliano Buendia: 2.0 Punkte (2x Start-11)
17. Victor Boniface: 2.0 Punkte (2x Start-11)
18. Matej Kovar: 2.0 Punkte (2x Start-11)
19. Arthur: 1.0 Punkte (1x Start-11)
20. Jonas Hofmann: 1.0 Punkte (1x Start-11)

=== Paderborn ===
